Job_ID,Job_Title,Company,Location,Job_Type,Experience,Salary,Industry,Skills,Posting_Date,Applications
535,Data Scientist,Capgemini,Gurugram,Full-time,Fresher,316815,Finance,"Power BI, Pandas, Python, Excel",2025-04-22,479
536,SQL Developer,Wipro,Mumbai,Contract,5+ Years,255719,E-commerce,"Statistics, Machine Learning",2025-03-12,548
537,BI Developer,Tech Mahindra,Gurugram,Contract,1-3 Years,589566,Healthcare,"Python, NumPy, Machine Learning, Azure",2025-01-17,118
538,ML Engineer,Deloitte,Ahmedabad,Full-time,3-5 Years,1786931,Consulting,"NumPy, Excel",2025-07-16,146
539,Python Developer,Cognizant,Hyderabad,Contract,5+ Years,1129939,E-commerce,"Machine Learning, Azure, Tableau",2025-06-21,520
540,SQL Developer,HCL,Bengaluru,Full-time,3-5 Years,1697985,Finance,"NumPy, Azure, SQL, Excel, Machine Learning",2025-12-15,549
541,BI Developer,Deloitte,Ahmedabad,Internship,Fresher,1040012,Finance,"SQL, Statistics",2025-12-14,924
542,BI Developer,Infosys,Hyderabad,Full-time,3-5 Years,719865,E-commerce,"Pandas, Power BI, Excel",2025-04-02,538
543,Data Analyst,HCL,Chennai,Contract,1-3 Years,2237701,Analytics,"Pandas, Python, Tableau, SQL, NumPy",2025-11-18,27
544,ML Engineer,Tech Mahindra,Ahmedabad,Internship,3-5 Years,2289054,Healthcare,"Pandas, Tableau, Power BI, Statistics, Azure",2025-04-29,180
545,Python Developer,Deloitte,Mumbai,Internship,Fresher,872176,Analytics,"Pandas, Power BI, NumPy, Machine Learning",2025-05-14,553
546,Data Scientist,Wipro,Pune,Full-time,1-3 Years,740386,IT Services,"Azure, Power BI, Pandas, NumPy",2025-05-27,383
547,Python Developer,Cognizant,Bengaluru,Contract,3-5 Years,1692198,Consulting,"Pandas, NumPy, Power BI, Tableau",2025-04-05,313
548,Data Analyst,Tech Mahindra,Delhi,Full-time,5+ Years,1593091,Consulting,"NumPy, Azure",2025-03-04,344
549,BI Developer,Deloitte,Gurugram,Contract,1-3 Years,2104325,Analytics,"Pandas, Python",2025-11-28,147
550,Business Analyst,HCL,Bengaluru,Internship,1-3 Years,2120545,Analytics,"Machine Learning, Python",2025-12-14,627
551,Python Developer,IBM,Kolkata,Full-time,3-5 Years,1070891,IT Services,"NumPy, Pandas",2025-11-25,698
552,Business Analyst,Cognizant,Chennai,Full-time,5+ Years,1582772,Healthcare,"Machine Learning, Statistics",2025-12-10,156
553,ML Engineer,Tech Mahindra,Mumbai,Full-time,3-5 Years,1696700,Analytics,"Pandas, NumPy, SQL, Azure",2025-08-07,750
554,SQL Developer,Google,Delhi,Internship,1-3 Years,2027681,E-commerce,"Power BI, SQL, Azure, NumPy, Pandas",2025-08-16,491
555,ML Engineer,Infosys,Ahmedabad,Internship,Fresher,277761,Finance,"Statistics, Power BI, Pandas, Machine Learning",2025-09-26,586
556,Python Developer,Wipro,Chennai,Internship,5+ Years,427137,Analytics,"Pandas, NumPy, Azure, SQL",2025-03-12,32
557,Data Scientist,HCL,Gurugram,Contract,5+ Years,770835,E-commerce,"Statistics, Power BI, Pandas, Machine Learning",2025-01-02,665
558,Data Analyst,Infosys,Gurugram,Internship,Fresher,1767329,Healthcare,"Azure, Statistics, Tableau, Machine Learning, NumPy",2025-05-06,492
559,Business Analyst,Capgemini,Kolkata,Contract,Fresher,1338577,Consulting,"Power BI, Machine Learning",2025-12-22,477
560,Data Scientist,Capgemini,Pune,Full-time,3-5 Years,1764829,Finance,"Python, Tableau, NumPy, Pandas",2025-12-21,659
561,Python Developer,Google,Pune,Full-time,1-3 Years,1603111,Analytics,"Tableau, Machine Learning, SQL, Azure",2025-02-09,598
562,Data Scientist,TCS,Pune,Contract,3-5 Years,1814534,Finance,"Machine Learning, Power BI, SQL, Pandas, Statistics",2025-06-30,520
563,Python Developer,Google,Kolkata,Contract,Fresher,2000477,Finance,"SQL, Power BI",2025-04-24,950
564,Data Engineer,Capgemini,Gurugram,Contract,3-5 Years,833066,Finance,"Power BI, Tableau, Python, Machine Learning",2025-01-09,839
565,Python Developer,Wipro,Pune,Contract,1-3 Years,1539447,Consulting,"Power BI, SQL, Statistics",2025-03-02,712
566,Business Analyst,TCS,Delhi,Internship,Fresher,1073555,IT Services,"NumPy, Python",2025-02-27,485
567,BI Developer,TCS,Hyderabad,Internship,Fresher,654765,IT Services,"Azure, Excel, Power BI",2025-03-02,691
568,Data Analyst,Infosys,Pune,Contract,3-5 Years,1708932,Analytics,"NumPy, Excel, SQL",2025-06-29,106
569,Data Analyst,Cognizant,Noida,Contract,1-3 Years,1432193,Consulting,"SQL, Excel",2025-10-24,947
570,Data Engineer,Capgemini,Ahmedabad,Full-time,5+ Years,700151,Consulting,"Statistics, Azure, Excel, Tableau",2025-09-16,238
571,Business Analyst,Google,Mumbai,Full-time,5+ Years,712699,Healthcare,"Pandas, Machine Learning, Tableau",2025-07-28,575
572,Business Analyst,Capgemini,Delhi,Full-time,5+ Years,1439552,Finance,"Pandas, Excel, Statistics, Power BI",2025-01-21,880
573,Python Developer,Amazon,Hyderabad,Internship,3-5 Years,1002027,IT Services,"SQL, Statistics, Pandas, Tableau, Machine Learning",2025-08-08,697
574,Business Analyst,Wipro,Chennai,Internship,Fresher,957676,IT Services,"Excel, Machine Learning, Azure, Tableau",2025-02-13,869
575,Business Analyst,Accenture,Chennai,Contract,5+ Years,1418190,E-commerce,"Statistics, Machine Learning, Pandas, NumPy",2025-07-26,622
576,Data Engineer,Cognizant,Gurugram,Full-time,5+ Years,703138,IT Services,"Pandas, Azure, Excel, Machine Learning",2025-07-27,970
577,Data Analyst,Infosys,Bengaluru,Full-time,5+ Years,362192,Consulting,"Azure, Machine Learning, Power BI, Pandas, Tableau",2025-03-10,643
578,Business Analyst,Oracle,Kolkata,Internship,5+ Years,1096963,Analytics,"Pandas, NumPy, Tableau, Azure, Power BI",2025-02-19,833
579,Data Analyst,Google,Bengaluru,Internship,Fresher,1859060,Finance,"Statistics, Pandas, NumPy, Python",2025-10-04,38
580,BI Developer,Flipkart,Pune,Internship,5+ Years,814084,Analytics,"Pandas, SQL, Azure, Machine Learning, Tableau",2025-04-01,706
581,Data Engineer,Deloitte,Kolkata,Full-time,Fresher,1891586,Analytics,"Azure, Statistics, Machine Learning, NumPy, Power BI",2025-10-04,333
582,Data Analyst,IBM,Bengaluru,Full-time,3-5 Years,1713295,E-commerce,"Machine Learning, Statistics",2025-02-01,104
583,ML Engineer,Capgemini,Chennai,Internship,Fresher,1274370,Consulting,"Tableau, SQL, NumPy",2025-08-08,894
584,Business Analyst,Capgemini,Pune,Full-time,3-5 Years,406773,Finance,"Azure, NumPy, Statistics, Power BI, Python",2025-06-06,717
585,Data Analyst,Capgemini,Chennai,Contract,5+ Years,1602333,Healthcare,"Pandas, SQL",2025-08-29,712
586,Python Developer,Capgemini,Delhi,Contract,3-5 Years,948885,Healthcare,"Machine Learning, Statistics, Excel, Pandas",2025-12-12,655
587,Python Developer,HCL,Gurugram,Full-time,3-5 Years,1936224,Consulting,"Azure, SQL",2025-02-08,611
588,BI Developer,Infosys,Ahmedabad,Contract,5+ Years,2041411,Consulting,"SQL, Tableau, NumPy, Excel",2025-06-22,684
589,ML Engineer,Accenture,Chennai,Internship,3-5 Years,2411615,Finance,"Python, NumPy, Power BI",2025-10-04,595
590,Python Developer,Oracle,Delhi,Internship,5+ Years,501161,Healthcare,"Machine Learning, Pandas, Power BI",2025-09-13,251
591,BI Developer,Amazon,Chennai,Internship,3-5 Years,520228,E-commerce,"Statistics, Tableau, NumPy",2025-03-19,666
592,BI Developer,Oracle,Ahmedabad,Full-time,5+ Years,1250271,IT Services,"Excel, Python, Azure",2025-03-24,821
593,Data Engineer,Deloitte,Kolkata,Internship,5+ Years,405204,Consulting,"Tableau, Power BI, Python",2025-06-08,269
594,Data Scientist,Oracle,Bengaluru,Contract,5+ Years,333503,IT Services,"Machine Learning, Tableau",2025-05-23,892
595,SQL Developer,Flipkart,Mumbai,Contract,Fresher,1914698,E-commerce,"Excel, SQL, NumPy",2025-02-02,539
596,BI Developer,Deloitte,Hyderabad,Full-time,Fresher,1564538,Analytics,"Excel, Statistics, Azure, SQL, Python",2025-12-07,184
597,BI Developer,Deloitte,Chennai,Internship,Fresher,2306712,Healthcare,"SQL, Machine Learning, Statistics, Excel",2025-04-20,704
598,BI Developer,Flipkart,Pune,Internship,5+ Years,1792410,Analytics,"Azure, Python",2025-05-07,866
599,Data Analyst,Microsoft,Noida,Internship,5+ Years,1547166,E-commerce,"SQL, NumPy, Excel, Statistics",2025-12-06,458
600,Data Analyst,Flipkart,Chennai,Internship,3-5 Years,628537,Consulting,"Excel, Power BI, Pandas, Machine Learning",2025-07-18,329
601,SQL Developer,Google,Bengaluru,Internship,Fresher,2312305,Finance,"Machine Learning, Statistics, SQL, NumPy, Pandas",2025-11-26,720
602,Business Analyst,Capgemini,Chennai,Contract,3-5 Years,2151117,E-commerce,"Python, Power BI",2025-05-14,650
603,Data Scientist,TCS,Chennai,Full-time,3-5 Years,1565844,Healthcare,"SQL, Power BI",2025-08-16,260
604,Data Scientist,Amazon,Ahmedabad,Contract,5+ Years,1589657,Finance,"Power BI, Tableau, Azure, Machine Learning, NumPy",2025-09-22,851
605,BI Developer,Accenture,Hyderabad,Internship,3-5 Years,1012898,Finance,"Azure, Excel, Python, Pandas, Tableau",2025-06-17,667
606,Python Developer,Flipkart,Hyderabad,Internship,1-3 Years,1347998,E-commerce,"Python, Statistics, NumPy",2025-11-10,619
607,Data Scientist,Infosys,Mumbai,Full-time,Fresher,309202,E-commerce,"Pandas, Azure, SQL, NumPy, Machine Learning",2025-05-14,213
608,BI Developer,HCL,Delhi,Internship,1-3 Years,2059039,Consulting,"Tableau, Excel, Statistics",2025-04-08,189
609,Data Scientist,TCS,Gurugram,Internship,1-3 Years,2141533,Consulting,"Azure, Pandas, SQL, Python",2025-07-29,485
610,ML Engineer,Microsoft,Chennai,Contract,1-3 Years,1858496,E-commerce,"Azure, Tableau, SQL, Python, NumPy",2025-03-10,65
611,ML Engineer,Flipkart,Noida,Internship,3-5 Years,440890,IT Services,"NumPy, Statistics, Tableau, Excel",2025-01-27,692
612,Data Scientist,Flipkart,Kolkata,Full-time,1-3 Years,1341742,Consulting,"Machine Learning, Pandas, Power BI, Python, NumPy",2025-07-09,732
613,SQL Developer,Wipro,Gurugram,Full-time,3-5 Years,435229,Consulting,"Tableau, Machine Learning, Statistics, Power BI, Pandas",2025-09-29,632
614,ML Engineer,Tech Mahindra,Pune,Internship,5+ Years,884450,Healthcare,"Python, Excel, Power BI, Azure, SQL",2025-05-16,192
615,Data Engineer,HCL,Pune,Contract,5+ Years,2080519,IT Services,"Python, Pandas, Machine Learning, NumPy, Tableau",2025-01-19,501
616,Data Engineer,Infosys,Pune,Full-time,3-5 Years,642494,Consulting,"Power BI, Azure, Tableau, Pandas",2025-08-23,917
617,Python Developer,IBM,Bengaluru,Contract,1-3 Years,1996587,IT Services,"Pandas, SQL, Machine Learning",2025-12-06,31
618,Business Analyst,Tech Mahindra,Mumbai,Contract,Fresher,1607018,Consulting,"SQL, Pandas",2025-05-26,855
619,Data Engineer,Deloitte,Gurugram,Contract,Fresher,1631716,IT Services,"Machine Learning, Power BI, Excel, Statistics, Python",2025-12-29,825
620,BI Developer,Capgemini,Bengaluru,Contract,Fresher,1849669,IT Services,"Tableau, Power BI, Excel, Statistics, Pandas",2025-11-26,96
621,Python Developer,Wipro,Chennai,Internship,3-5 Years,896487,IT Services,"Pandas, Statistics, Tableau, Machine Learning",2025-01-11,622
622,ML Engineer,Oracle,Hyderabad,Internship,1-3 Years,2303627,Finance,"Pandas, Tableau, Statistics, Python, Excel",2025-03-09,835
623,Data Scientist,Tech Mahindra,Chennai,Full-time,Fresher,2403110,Analytics,"Excel, Power BI, Pandas, Tableau, Machine Learning",2025-07-08,667
624,Business Analyst,HCL,Delhi,Internship,Fresher,2253247,Analytics,"Power BI, Tableau, Excel",2025-09-26,540
625,BI Developer,IBM,Bengaluru,Contract,Fresher,439141,Healthcare,"NumPy, Statistics",2025-08-07,427
626,Data Engineer,Oracle,Ahmedabad,Internship,3-5 Years,1318961,Healthcare,"NumPy, Python",2025-02-18,121
627,Data Engineer,Wipro,Pune,Internship,Fresher,599345,Finance,"Machine Learning, Pandas, NumPy, Tableau",2025-12-05,832
628,ML Engineer,Flipkart,Pune,Full-time,1-3 Years,578080,E-commerce,"SQL, Statistics, Python, Pandas",2025-05-16,409
629,Data Analyst,Wipro,Delhi,Internship,5+ Years,2291462,Analytics,"Statistics, Tableau, SQL, Pandas",2025-03-01,143
630,Python Developer,Infosys,Bengaluru,Contract,1-3 Years,362471,Consulting,"Power BI, Excel, Statistics, Pandas, Machine Learning",2025-01-08,883
631,Python Developer,Infosys,Gurugram,Internship,1-3 Years,2238054,Finance,"SQL, Power BI",2025-10-03,929
632,Data Engineer,Deloitte,Delhi,Full-time,5+ Years,1267662,Consulting,"Azure, Statistics, Python, Power BI",2025-03-20,13
633,SQL Developer,Tech Mahindra,Delhi,Contract,3-5 Years,405261,Finance,"Pandas, NumPy, Azure, SQL, Machine Learning",2025-02-22,67
634,Data Analyst,Tech Mahindra,Ahmedabad,Internship,Fresher,1373439,E-commerce,"Pandas, SQL, Azure, Tableau, Machine Learning",2025-09-28,360
635,SQL Developer,TCS,Pune,Internship,1-3 Years,2218137,Analytics,"Excel, NumPy, Azure, Tableau, Machine Learning",2025-08-18,352
636,Data Engineer,Wipro,Gurugram,Contract,5+ Years,1998442,E-commerce,"Pandas, Power BI, Excel, NumPy",2025-11-05,712
637,Data Engineer,Wipro,Pune,Full-time,1-3 Years,2314376,IT Services,"Pandas, Tableau, Excel, SQL, NumPy",2025-02-14,53
638,ML Engineer,Flipkart,Gurugram,Internship,1-3 Years,982806,Healthcare,"SQL, Machine Learning",2025-01-10,445
639,Python Developer,Infosys,Kolkata,Full-time,5+ Years,1331384,Analytics,"Python, NumPy, Tableau, SQL",2025-02-28,878
640,Business Analyst,Microsoft,Bengaluru,Internship,5+ Years,715277,IT Services,"NumPy, Python",2025-12-20,524
641,Data Scientist,Oracle,Hyderabad,Full-time,3-5 Years,908642,E-commerce,"Pandas, NumPy, Azure, Machine Learning",2025-02-23,896
642,Data Scientist,Oracle,Mumbai,Internship,1-3 Years,765830,Consulting,"Statistics, Python, Excel, Azure, Pandas",2025-02-20,354
643,Data Scientist,Infosys,Gurugram,Internship,5+ Years,1762648,E-commerce,"Power BI, NumPy, Statistics",2025-05-27,811
644,Data Scientist,Google,Chennai,Internship,5+ Years,2174149,Healthcare,"Python, Pandas, Power BI, Statistics",2025-04-27,15
645,Business Analyst,Infosys,Mumbai,Internship,5+ Years,939227,Finance,"Statistics, Python",2025-09-22,681
646,Data Scientist,Flipkart,Ahmedabad,Full-time,3-5 Years,2008693,Finance,"Machine Learning, Azure, Python, Statistics",2025-11-25,291
647,Data Scientist,Microsoft,Chennai,Internship,1-3 Years,2104485,E-commerce,"Statistics, Excel, Tableau, Python",2025-09-28,42
648,ML Engineer,Tech Mahindra,Pune,Contract,3-5 Years,1146467,IT Services,"NumPy, Machine Learning, Power BI, Python",2025-10-03,33
649,BI Developer,Accenture,Gurugram,Contract,5+ Years,2369275,IT Services,"Machine Learning, Tableau",2025-10-04,647
650,ML Engineer,Infosys,Bengaluru,Contract,Fresher,2132138,Analytics,"Pandas, Machine Learning",2025-09-17,246
651,Python Developer,Capgemini,Gurugram,Internship,1-3 Years,1834044,Healthcare,"SQL, Machine Learning, Excel",2025-10-25,847
652,Data Engineer,Infosys,Pune,Contract,5+ Years,1978275,IT Services,"Python, Statistics",2025-07-04,914
653,Data Engineer,Accenture,Delhi,Full-time,3-5 Years,2457275,Finance,"Tableau, Pandas, Statistics, Excel, Machine Learning",2025-03-08,958
654,SQL Developer,Amazon,Pune,Full-time,1-3 Years,2283249,E-commerce,"Power BI, NumPy, SQL, Machine Learning, Pandas",2025-09-08,471
655,Data Analyst,Microsoft,Pune,Contract,3-5 Years,748140,Healthcare,"SQL, Azure, Machine Learning, Tableau, Power BI",2025-08-31,46
656,Data Scientist,Infosys,Mumbai,Internship,3-5 Years,1521964,Analytics,"Python, Power BI, NumPy, Statistics, Tableau",2025-09-25,436
657,BI Developer,Flipkart,Gurugram,Full-time,1-3 Years,2300149,IT Services,"NumPy, Machine Learning",2025-01-25,74
658,SQL Developer,Deloitte,Ahmedabad,Internship,5+ Years,1666933,Finance,"Azure, Power BI, NumPy, Tableau, Machine Learning",2025-01-23,476
659,Data Engineer,Wipro,Mumbai,Full-time,5+ Years,1874181,Consulting,"Machine Learning, NumPy, Python, Azure, Excel",2025-08-19,758
660,Business Analyst,Amazon,Pune,Contract,Fresher,1545402,Healthcare,"NumPy, SQL",2025-05-23,202
661,Data Analyst,IBM,Kolkata,Full-time,5+ Years,2358219,IT Services,"NumPy, Power BI",2025-11-13,990
662,BI Developer,Google,Noida,Full-time,5+ Years,605039,Healthcare,"Statistics, Python, Pandas, Azure",2025-01-10,961
663,ML Engineer,Tech Mahindra,Pune,Internship,Fresher,2464180,Analytics,"Tableau, SQL, NumPy, Python, Azure",2025-01-12,177
664,Data Scientist,Wipro,Gurugram,Full-time,1-3 Years,1536788,Finance,"Python, Machine Learning, Power BI",2025-05-27,32
665,Data Analyst,HCL,Chennai,Full-time,3-5 Years,847522,Finance,"Tableau, Statistics, SQL, Python",2026-01-01,212
666,Python Developer,Deloitte,Kolkata,Contract,5+ Years,732686,Analytics,"Machine Learning, Pandas",2025-05-03,571
667,Business Analyst,Deloitte,Bengaluru,Internship,1-3 Years,328109,Analytics,"Excel, NumPy",2025-07-28,672
668,BI Developer,IBM,Chennai,Internship,Fresher,2348965,Consulting,"Machine Learning, NumPy, Power BI",2025-03-06,805
669,SQL Developer,Flipkart,Kolkata,Internship,Fresher,254198,Finance,"Power BI, Python, NumPy, Excel",2025-05-06,284
670,BI Developer,Amazon,Chennai,Internship,1-3 Years,2390472,Analytics,"Power BI, NumPy",2025-11-03,581
671,BI Developer,Infosys,Chennai,Contract,Fresher,835735,E-commerce,"Statistics, Excel, Machine Learning, Pandas",2025-02-05,973
672,BI Developer,Google,Delhi,Internship,1-3 Years,1599048,Analytics,"Pandas, Machine Learning, Python",2025-06-25,940
673,Data Scientist,Oracle,Bengaluru,Contract,5+ Years,267948,IT Services,"Statistics, NumPy, Pandas",2025-12-21,785
674,Business Analyst,Google,Hyderabad,Contract,Fresher,2117206,E-commerce,"Machine Learning, Statistics",2025-07-21,852
675,ML Engineer,Tech Mahindra,Pune,Contract,Fresher,773297,Finance,"Excel, Pandas, Python, SQL",2025-11-04,765
676,BI Developer,Oracle,Mumbai,Full-time,Fresher,1521622,E-commerce,"Excel, Pandas, Machine Learning",2025-01-11,42
677,Data Engineer,Flipkart,Ahmedabad,Full-time,Fresher,1072447,E-commerce,"SQL, Tableau, Pandas, Azure, NumPy",2025-05-24,203
678,Data Scientist,Infosys,Ahmedabad,Full-time,Fresher,784483,Analytics,"NumPy, Tableau, Excel",2025-12-04,873
679,Data Analyst,Microsoft,Kolkata,Contract,3-5 Years,2153904,IT Services,"Python, Machine Learning, Statistics, Pandas, Excel",2025-12-14,285
680,Data Engineer,Deloitte,Mumbai,Contract,Fresher,1191823,IT Services,"Statistics, NumPy, Pandas, Power BI",2025-03-04,10
681,Python Developer,Capgemini,Hyderabad,Contract,Fresher,1196352,E-commerce,"SQL, Excel, NumPy, Azure, Power BI",2025-07-20,323
682,Business Analyst,TCS,Delhi,Internship,Fresher,1652166,Analytics,"SQL, Pandas, Excel",2025-02-02,986
683,Data Analyst,Amazon,Mumbai,Contract,1-3 Years,555810,Healthcare,"SQL, Pandas, Azure, Python, Statistics",2025-06-24,943
684,SQL Developer,Capgemini,Hyderabad,Full-time,Fresher,2103540,IT Services,"Azure, Statistics, SQL, Python",2025-01-18,698
685,Data Analyst,HCL,Chennai,Internship,Fresher,1974311,Consulting,"Pandas, Statistics",2025-01-29,480
686,Business Analyst,Capgemini,Bengaluru,Internship,3-5 Years,1057325,IT Services,"Python, SQL",2025-08-08,612
687,Data Scientist,Oracle,Kolkata,Internship,3-5 Years,2015831,Finance,"Power BI, Excel, Azure, Statistics, Python",2025-04-10,66
688,BI Developer,IBM,Chennai,Contract,3-5 Years,1555218,Healthcare,"Power BI, Pandas, Tableau",2025-03-07,622
689,BI Developer,Capgemini,Bengaluru,Contract,1-3 Years,490407,Consulting,"Statistics, Machine Learning",2025-06-25,205
690,Python Developer,Google,Hyderabad,Internship,1-3 Years,2245335,E-commerce,"Azure, Machine Learning, NumPy, Tableau, Power BI",2025-04-13,433
691,Data Scientist,Infosys,Delhi,Full-time,5+ Years,1170254,IT Services,"Excel, Pandas, Azure",2025-06-18,249
692,ML Engineer,Google,Chennai,Full-time,5+ Years,1022777,IT Services,"Python, SQL, Machine Learning, Azure",2025-09-04,573
693,Data Scientist,HCL,Delhi,Full-time,3-5 Years,434150,IT Services,"Excel, Tableau, Power BI",2025-02-28,229
694,Data Scientist,Capgemini,Kolkata,Full-time,1-3 Years,1072031,IT Services,"Tableau, SQL, Python",2025-05-15,856
695,Data Scientist,Tech Mahindra,Hyderabad,Internship,1-3 Years,1529566,Finance,"Machine Learning, Azure, Power BI",2025-12-13,968
696,SQL Developer,Flipkart,Hyderabad,Full-time,1-3 Years,798592,Consulting,"NumPy, Statistics, Machine Learning",2025-09-27,330
697,SQL Developer,Oracle,Noida,Full-time,1-3 Years,2495917,Analytics,"Machine Learning, Excel, Python",2025-11-03,649
698,Data Scientist,Amazon,Kolkata,Contract,5+ Years,1127605,E-commerce,"Pandas, SQL",2025-05-24,176
699,SQL Developer,Google,Kolkata,Internship,5+ Years,2426392,Finance,"Machine Learning, Azure, Pandas",2025-09-18,737
700,Data Engineer,HCL,Ahmedabad,Internship,Fresher,1119058,Consulting,"Pandas, Excel, Statistics",2025-09-11,228
701,SQL Developer,Flipkart,Chennai,Contract,1-3 Years,1819119,Analytics,"Power BI, SQL",2025-06-06,307
702,ML Engineer,Accenture,Ahmedabad,Full-time,5+ Years,2398582,Healthcare,"Statistics, Pandas, NumPy, Excel",2025-08-16,423
703,Data Engineer,Capgemini,Gurugram,Internship,Fresher,1003153,Finance,"Tableau, SQL, Machine Learning",2025-07-08,928
704,BI Developer,Amazon,Kolkata,Contract,Fresher,1409410,Consulting,"SQL, Azure",2025-02-12,373
705,Python Developer,Capgemini,Noida,Contract,3-5 Years,1298675,Analytics,"Excel, Power BI, Tableau, Python",2025-01-20,793
706,BI Developer,Amazon,Mumbai,Internship,5+ Years,299873,Finance,"Statistics, Excel, NumPy",2025-06-03,745
707,Data Engineer,Accenture,Kolkata,Contract,5+ Years,2185256,Analytics,"Machine Learning, Excel",2025-04-18,444
708,SQL Developer,Accenture,Delhi,Internship,Fresher,1821606,Consulting,"Tableau, Python, Pandas",2025-12-24,834
709,ML Engineer,Capgemini,Noida,Internship,5+ Years,1941851,E-commerce,"Machine Learning, Python, NumPy, SQL",2025-12-04,162
710,SQL Developer,Tech Mahindra,Noida,Internship,Fresher,2491815,Finance,"Pandas, SQL, Machine Learning",2025-06-19,588
711,BI Developer,Infosys,Pune,Full-time,1-3 Years,384465,E-commerce,"Python, Power BI, Excel, Azure, Pandas",2025-08-20,295
712,Python Developer,HCL,Kolkata,Full-time,5+ Years,490976,Analytics,"Power BI, Machine Learning",2025-04-16,885
713,SQL Developer,Wipro,Hyderabad,Full-time,5+ Years,2255930,E-commerce,"Statistics, Excel",2025-07-30,138
714,BI Developer,Tech Mahindra,Delhi,Full-time,3-5 Years,1101329,Healthcare,"Tableau, Excel, Python, SQL, NumPy",2025-04-16,70
715,Python Developer,Cognizant,Mumbai,Contract,5+ Years,2180237,Finance,"SQL, Tableau",2025-07-24,666
716,ML Engineer,Microsoft,Gurugram,Internship,1-3 Years,1990857,Consulting,"Azure, Statistics, Pandas",2025-08-22,398
717,Data Scientist,Microsoft,Ahmedabad,Full-time,5+ Years,433142,Consulting,"Tableau, NumPy, Azure",2025-12-04,687
718,Python Developer,Flipkart,Delhi,Internship,Fresher,1796574,IT Services,"NumPy, Machine Learning",2025-02-04,424
719,Data Scientist,HCL,Noida,Contract,Fresher,2188470,IT Services,"Pandas, Statistics",2025-08-19,356
720,Python Developer,Tech Mahindra,Bengaluru,Full-time,3-5 Years,731014,E-commerce,"Machine Learning, Pandas, NumPy",2025-07-24,477
721,Business Analyst,Cognizant,Noida,Contract,5+ Years,838275,Finance,"Power BI, Azure, Python, Tableau",2025-02-04,107
722,BI Developer,Infosys,Kolkata,Contract,5+ Years,956544,IT Services,"Tableau, Power BI",2025-04-01,456
723,Data Scientist,Accenture,Bengaluru,Contract,1-3 Years,2104126,E-commerce,"NumPy, SQL",2025-07-03,404
724,BI Developer,Deloitte,Bengaluru,Contract,Fresher,454114,Finance,"Excel, Machine Learning, Azure",2025-12-20,209
725,Data Analyst,Tech Mahindra,Bengaluru,Full-time,3-5 Years,1055943,E-commerce,"Excel, SQL",2025-02-16,821
726,Data Scientist,Microsoft,Pune,Full-time,5+ Years,2399581,IT Services,"Machine Learning, NumPy, Excel, Tableau",2025-12-07,217
727,SQL Developer,Tech Mahindra,Hyderabad,Full-time,1-3 Years,694115,Analytics,"Power BI, Python, Statistics, Machine Learning",2025-10-05,328
728,SQL Developer,Accenture,Delhi,Full-time,Fresher,1417935,E-commerce,"Python, SQL, Excel, Pandas",2025-01-07,313
729,Data Engineer,Infosys,Kolkata,Contract,1-3 Years,1306713,IT Services,"Statistics, Power BI, Machine Learning, SQL",2025-11-03,655
730,ML Engineer,Amazon,Delhi,Full-time,3-5 Years,324024,Healthcare,"Statistics, NumPy, Excel, Tableau, Azure",2025-12-19,726
731,Python Developer,TCS,Ahmedabad,Full-time,3-5 Years,1241518,E-commerce,"Excel, SQL, Python, NumPy, Power BI",2025-01-07,515
732,Python Developer,Wipro,Chennai,Full-time,Fresher,1248512,E-commerce,"Machine Learning, Power BI, Tableau, NumPy, Azure",2025-06-01,810
733,SQL Developer,Oracle,Gurugram,Full-time,1-3 Years,1639448,Analytics,"Excel, NumPy, Python",2025-01-21,933
734,Python Developer,Google,Noida,Contract,5+ Years,2437211,Analytics,"Pandas, Python, SQL",2025-12-07,895
735,Business Analyst,Accenture,Bengaluru,Contract,1-3 Years,1106560,Consulting,"Power BI, NumPy",2025-09-09,856
736,Python Developer,Cognizant,Hyderabad,Internship,5+ Years,1556370,Consulting,"Excel, Statistics, Power BI",2025-04-15,625
737,BI Developer,HCL,Ahmedabad,Internship,1-3 Years,1390266,Finance,"Machine Learning, Statistics",2025-05-08,391
738,Data Engineer,Deloitte,Chennai,Contract,5+ Years,903801,Finance,"Statistics, Azure",2025-03-27,879
739,BI Developer,IBM,Kolkata,Full-time,1-3 Years,1329159,Finance,"Tableau, Pandas, Azure, Excel, NumPy",2025-02-12,625
740,Business Analyst,Capgemini,Pune,Contract,5+ Years,1070891,Consulting,"Python, Azure, Machine Learning",2025-09-04,508
741,SQL Developer,Tech Mahindra,Mumbai,Internship,5+ Years,1541052,E-commerce,"Statistics, Python",2025-07-27,948
742,SQL Developer,Flipkart,Ahmedabad,Full-time,1-3 Years,2079966,Analytics,"NumPy, Pandas, Machine Learning, Azure",2025-03-05,64
743,SQL Developer,Flipkart,Chennai,Contract,1-3 Years,1266501,Finance,"Machine Learning, Python",2025-11-30,719
744,Data Scientist,HCL,Ahmedabad,Internship,1-3 Years,1316561,Consulting,"Python, SQL, NumPy",2025-12-07,664
745,SQL Developer,Tech Mahindra,Ahmedabad,Full-time,1-3 Years,2023959,Consulting,"Tableau, Azure, Statistics, NumPy, Power BI",2025-12-31,756
